job_name,org_name,deadline,loc_name
Translator/Interpreter,THE USAD GOVERNANCE FOR INCLUSIVE GROWTH (GIG) PROGRAM,"Fri, 2017-03-17",NA
Media Officer,WORLD VISION,"Sun, 2017-03-19",NA
Consultancy Service: Environment for Assessment for Mangrove Shrimp Project & Sustainable Management Plan For Organic Certification in Ca Mau Province,SNV,"Fri, 2017-03-10",LAI CHAU
Consultant on Education related Topics,WORLD VISION,"Wed, 2017-03-15",DA NANG
Consultant(s) for Project Baseline Survey,PLAN INTERNATIONAL,"Mon, 2017-03-06",BAC KAN
Senior Project Facilitator; Project Facilitator; Project Administrator; Public Relation Officer,FOUNDATION FOR INTERNATIONAL DEVELOPMENT / RELIEF (FIDR),"Wed, 2017-03-15",HA NOI
Consultant at ChildFund Vietnam,CHILDFUND VIETNAM,"Fri, 2017-03-10",HA NOI
Consultant(s) to Provide the Inclusive Business Planning and Business Enabling Environment Creation for Arabica Coffee and Ginger,WORLD VISION,"Tue, 2017-03-07",NA
M& E staff; Training staff; Procurement staff,RAI,"Fri, 2017-03-10",NA
"Design, Monitoring and Evaluation Officer - in charge of Fund Raising (Part-time)",GNI,"Tue, 2017-03-21",NA
Communication and Media Coordinator Asia,OXFAM,"Fri, 2017-03-10",NA
Food and Climate Justice Campaign Lead Asia,OXFAM,"Fri, 2017-03-10",NA
Inequality Campaign Lead Asia,OXFAM,"Fri, 2017-03-10",HA NOI
Research and Policy Lead Asia,OXFAM,"Fri, 2017-03-10",HA NOI
Health Information System (HIS) Officer,GENERAL DEPARTMENT OF PREVENTIVE MEDICINE (GDPM),"Fri, 2017-03-17",HA NOI
Security and Enterprise Risk Management Officer,WORLD VISION,"Sun, 2017-03-19",HA NOI
Associate Project Analyst,ADB VIETNAM RESIDENT MISSION,"Mon, 2017-03-06",HA NOI
Project Officer,CHILDFUND VIETNAM,"Tue, 2017-03-14",CAO BANG
Economic Empowerment Specialist,CHILDFUND VIETNAM,"Tue, 2017-03-14",DA NANG
Administrative Officer and Translator/Interpreter,CHILDFUND VIETNAM,"Tue, 2017-03-14","HA NOI, HO CHI MINH"
Project Officer cum Accountant,MALTESER INTERNATIONAL IN VIETNAM,"Fri, 2017-03-10",NA
Project Manager (2 staff),ADRA,"Fri, 2017-04-21",NA
CP Officer (Child Protection Officer),GNI,"Fri, 2017-03-10",HA NOI
Communications Intern,SAVE THE CHILDREN,"Tue, 2017-03-07",HA NOI
Production of Documentary film to Evaluate and Promote Community based Disaster Risk Management in Ca Mau,SWISS RED CROSS,"Mon, 2017-03-20","HA NOI , LAI CHAU"
Project Coordinator for the Patient Satisfaction Index Project (PSI),THE VIETNAM INITIATIVE (VNI),"Thu, 2017-03-23",THUA THIEN HUE
Consultants to Deliver Trainings on Health related Topics,WORLD VISION,"Fri, 2017-03-10",HA NOI
Child Right Governance Project Assistant,SAVE THE CHILDREN,"Sun, 2017-03-12",NA
Consultant to Develop Handbook for Sustainable Forest Management for Plantation Managers,WWF,"Fri, 2017-03-03",NA
Experts to Conduct Climate Resilient Livelihood Study for CCA Project in Lai Chau Province,PLAN INTERNATIONAL,"Sun, 2017-03-05",NA
Program Assistant cum Admin/Accounting,DESIGN CAPITAL ASIA (DCA),"Fri, 2017-03-10",NA
Project Coordinator,GLOBAL CIVIC SHARING (GCS),"Fri, 2017-03-17",NA
Program Officer,FOR VIETNAMESE STATURE FOUNDATION,"Fri, 2017-03-31",HA NOI
Construction Consultant,WORLD VISION,"Thu, 2017-03-02",HA NOI
Temporary Administrative & Finance Assistant,CIAT ASIA,"Wed, 2017-03-22",HA NOI
Research Analyst (RA),CIAT ASIA,"Wed, 2017-03-22",HA NOI
Research Assistant,CIAT ASIA,"Wed, 2017-03-22",YEN BAI
ADP Manager,WORLD VISION,"Tue, 2017-03-07",YEN BAI
ADP Bookkeeper,WORLD VISION,"Tue, 2017-03-07",YEN BAI
Temporary Development Facilitator,WORLD VISION,"Tue, 2017-03-07",YEN BAI
Development Facilitator,WORLD VISION,"Tue, 2017-03-07","HA GANG , LAI CHAU"
Area Finance Facilitator,PLAN INTERNATIONAL,"Wed, 2017-03-08",NA
Community Development Facilitator  ,PLAN INTERNATIONAL,"Wed, 2017-03-08","HA GANG , LAI CHAU"
"Individual Consultant for a Market and Feasibility Study for Compost Produced by Organic Waste in the Binh Xuyen and Vinh Tuong Districts, Province of Vinh Phuc",GRET,"Fri, 2017-03-03",HA NOI
Consultant Film Maker for READY Project,AMDI,"Fri, 2017-03-10",QUANG TRI
National Higher Education Specialist,"USAID/VIETNAM EVALUATION, MONITORING AND SURVEY SERVICES PROJECT (VEMSS)","Fri, 2017-03-03",HA NOI
Project Assistant,WORLD VISION,"Mon, 2017-02-27",HA NOI
Operation Division Officer,GNI,"Tue, 2017-02-28",HA NOI
Senior Researcher,DEPOCEN,"Fri, 2017-03-31",NA
Consulting Firm/Group to Conduct Reviewing and Evaluating Forestry Investment and Financing Policies,WINROCK INTERNATIONAL,"Tue, 2017-02-28",NA
Clean-tech Market Research Consultant,VCIC,"Fri, 2017-03-24",NA
Communications Officer,WILDLIFE CONSERVATION SOCIETY (WCS),"Wed, 2017-03-08",NA
Communications Officer,ENV,"Mon, 2017-03-20",HA NOI
Consultant of Training Need Assessment,PMI LED PROGRAM IN VIETNAM,"Tue, 2017-02-28",HA NOI
Communications Intern,TOWARDS TRANSPARENCY (TT),"Tue, 2017-02-28",HA NOI
Consultancy Service for Conducting Baseline Survey on Sanitation in Ben Tre Province,EAST MEETS WEST FOUNDATION,"Wed, 2017-03-01",HA NOI
Administration and Finance Manager,GIZ,"Wed, 2017-03-08",HA NOI
Senior Project Officer (Flood Proofing),GIZ,"Tue, 2017-03-21",HA NOI
PR & Communications Officer (ESP),GIZ,"Fri, 2017-03-03",TUYEN QUANG
Admin Officer ,GNI,"Tue, 2017-02-28","HA NOI, HO CHI MINH"
Income Generation Officer (IG Officer),GNI,"Tue, 2017-02-28",NA
Monitoring & Evaluation Manager,AIP FOUNDATION,"Fri, 2017-04-14",NA
Monitoring & Evaluation Assistant,AIP FOUNDATION,"Fri, 2017-04-14","HA NOI, HO CHI MINH"
Consultancy Service to Provide Support in Developing Technical Guide on Organic Coconut Production in Ben Tre Province,SNV,"Tue, 2017-02-28",HA NOI
Program Assistant,EAST MEETS WEST FOUNDATION,"Thu, 2017-02-23",CAN THO
Consultancy to Conduct Intervention Modality Review of the Professional Teacher Meeting (PTM) in Early Childhood Care and Development (ECCD) Project in Gia Lai province,PLAN INTERNATIONAL,"Tue, 2017-03-07",HA NOI
02 Trainers to Conduct Community Based Forest Management Training,VFD,"Tue, 2017-02-28",HA NOI
Project Officer (Flood Proofing),GIZ,"Tue, 2017-03-21",HA NOI
Programme Officer - Governance,OXFAM,"Mon, 2017-03-06",NA
Program Coordinator for Disability Program,MCNV,"Fri, 2017-03-03",NA
Consultant(s) to Provide the Inclusive Business Planning and Business Enabling Environment Creation for Arabica Coffee and Ginger,WORLD VISION,"Sun, 2017-02-26",NA
Partnership and Fundraising Officer; Program Finance Officer,ISEE,"Tue, 2017-02-28",NA
Fiscal Justice Knowledge & Learning Specialist ,OXFAM,"Tue, 2017-02-28",HA NOI
Consultant to Develop Sustainable Cardamom and Lysimachia Cultivation/ Production Scheme in Tung Vai up-stream Forest to Mitigate Impacts,FFI,"Tue, 2017-02-28",HA NOI
Procurement Officer,WORLD VISION,"Sun, 2017-03-05",HA NOI
Grant Acquisition and Management Manager,WORLD VISION,"Sun, 2017-03-05",THANH HOA
DRR Project Officer,MALTESER INTERNATIONAL IN VIETNAM,"Sun, 2017-02-26",HO CHI MINH
Consultancy Service for  Project Documentary Film ,SAVE THE CHILDREN,"Fri, 2017-02-24",HA NOI
Area Development Program (ADP) Bookkeeper,WORLD VISION,"Tue, 2017-02-28",NA
DRR Project Manager,SAVE THE CHILDREN,"Sun, 2017-02-26",NA
National Marketing Specialist,ADB,"Thu, 2017-02-23",NA
Health Services (HS) Manager ,PSI,"Mon, 2017-02-20",NA
Quality Improvements (QI) Coordinator,PSI,"Fri, 2017-02-24",HO CHI MINH
Consultant(s) for Project Baseline Survey,PLAN INTERNATIONAL,"Sun, 2017-02-26",HA NOI
Project Assistant,HANDICAP INTERNATIONAL (HI),"Tue, 2017-02-28",HA NOI
Call for Bid: External Audut of 2016 Financial Statements,ENTREPRENEURS DU MONDE (EDM),"Wed, 2017-03-15",HA NOI
Communications Consultant,ACTIONAID,"Sun, 2017-02-26",HA NOI
Event Officer,VECO VIETNAM,"Sun, 2017-02-19",HA NOI
Operation Manager,WORLD VISION,"Sun, 2017-03-05",NA
Manager of Project and Procurement,MACDI,"Fri, 2017-06-30",NA
National Consultants to Design and Implement the Piloting of Payments for Forest Ecosystem Services (PFES) via Bank Accounts.,GIZ AND VNFF,"Mon, 2017-02-20",NA
Researchers,CENTER FOR POPULATION HEALTH SCIENCES (CPHS),"Wed, 2017-03-01",NA
Enterprise Advisors,ILO,"Tue, 2017-03-14","HA NOI, HO CHI MINH"
"Consultancy Team for Climate Change Adaptation Assessment of Income, Inclusion and Learning Projects in Mekong Delta",NMA-V,"Mon, 2017-02-13",HA NOI
Research Analysts,MDRI,"Mon, 2017-02-20",HA NOI
Monitoring and Evaluation Officer,VNAH,"Tue, 2017-02-28",HA NOI
Volunteers at GNI,GNI,"Mon, 2017-02-27",HA NOI
Intern- Social Economic Development Team,GNI,"Mon, 2017-02-27",CAO BANG
Intern- Data and Services Team (DS),GNI,"Mon, 2017-02-27",HA NOI
Project Field Assistant,FFI,"Mon, 2017-02-20",HA NOI
Strategic Communications Specialist,AUSTRALIAN EMBASSY,"Tue, 2017-02-28",NA
Technical Officer for Tuberculosis control,KNCV,"Tue, 2017-03-07",NA
Administrative Officer,KNCV,"Tue, 2017-03-07",HA NOI
Junior Field Research Officer,ENV,"Wed, 2017-03-08",HA NOI
Program Manager,ENV,"Wed, 2017-03-08",HA NOI
Emergency Response and DRR Programme Manager,SAVE THE CHILDREN,"Tue, 2017-02-28",HA NOI
Community Development Facilitator,PLAN INTERNATIONAL,"Fri, 2017-02-24",HA GIANG
Disaster Risk Management Project Coordinator,PLAN INTERNATIONAL,"Fri, 2017-02-24",HA GIANG
Resource Development Coordinator ,HFHV,"Fri, 2017-03-10",HO CHI MINH
"Consultant to Provide the TOT Training on ""Children Hygiene and Sanitation Transformation"" (CHAST)",WORLD VISION,"Wed, 2017-02-15",HA NOI
Project Officer,IC-VVAF,"Sun, 2017-02-26",HA NOI
Disaster Risk Reduction and Climate Change Adaptation Intern (DRR/CCAIntern),CRS,"Wed, 2017-03-01",NA
DRR & ER Senior Project Officer,SAVE THE CHILDREN,"Sun, 2017-02-19",DA NANG
DRR & ER Project Officer,SAVE THE CHILDREN,"Sun, 2017-02-19",DA NANG
Development Facilitator,WORLD VISION,"Thu, 2017-02-23",DIEN BIEN
Professional to Develop a Website to Promote and Market the Community-based Tourism Products,CRED,"Mon, 2017-02-20",HA NOI
Internship at GRC,GRC,"Wed, 2017-02-15",VINH PHUC
Individual Consultant for a Market and Feasibility Study for Compost Produced by Organic Waste,GRET,"Fri, 2017-02-24",HO CHI MINH
Disaster Risk Reduction and Emergency Response Project Officer,SAVE THE CHILDREN,"Tue, 2017-02-28",NA
Consultancy for AAV's Country Strategy 2012- 2017 Review,ACTIONAID,"Wed, 2017-02-15",NA
Consultant for Training on Child Abuse Prevention,GNI,"Wed, 2017-02-15",NA
Evaluation Team Project Final Evaluation,FLEGT PROJECT IN CENTRAL REGIO,"Tue, 2017-02-28",NA
Internal Auditor,ENTREPRENEURS DU MONDE,"Sat, 2017-04-01",DIEN BIEN
Operation Division Officer,GNI,"Mon, 2017-02-20",TUYEN QUANG
Human Resources Officer,GNI,"Wed, 2017-02-15",HA NOI
Program Officer,WILDLIFE CONSERVATION SOCIETY (WCS),"Tue, 2017-02-21",HA NOI
Internship at the Swiss Red Cross,THE SWISS RED CROSS (SRC),"Mon, 2017-02-20",HA NOI
Agri-Business Advisor,SNV,"Tue, 2017-02-21",HA NOI
ASISt Assistant,SAVE THE CHILDREN,"Sun, 2017-02-19",HA NOI
Human Resource Officer,SAMARITANÃ‚â‚¬â„¢S PURSE,"Tue, 2017-02-28",HA NOI
Short-term Data and Services Officer,GNI,"Mon, 2017-02-20",TUYEN QUANG
Child Protection Officer,GNI,"Mon, 2017-02-20",TUYEN QUANG
"Design, Monitoring and Evaluation Officer - in charge of Fund Raising (Part-time)",GNI,"Fri, 2017-02-24",HA NOI
"Design, Monitoring and Evaluation Officer",GNI,"Fri, 2017-02-24",HA NOI
Consultant for Case Management ,GNI,"Mon, 2017-02-20","HA NOI, HO CHI MINH"
Program Manager Apparel and Footwear,IDH,"Fri, 2017-02-24","CENTRAL HIGHL,"
Program Manager Agri-commodities and Landscapes,IDH,"Mon, 2017-02-20",HA NOI
LGBT Rights Program Manager,ISEE,"Sun, 2017-02-12",HA NOI
Management Support Officer,SNV,"Fri, 2017-02-17",THANH HOA
National Consultant to Support the Establishment of Two Bamboo Cooperatives in Thanh Hoa Province,SNV,"Thu, 2017-02-09",HA NOI
Senior Program Officer; M&E Officer; Technical Coordinator; Project Officers,PACT,"Fri, 2017-02-10",NA
Project Manager; Project Coordinator,SCDI,"Tue, 2017-02-28",NA
Finance and Administrative Manager,STREETS,"Sun, 2017-03-05",HO CHI MINH
Provincial Adaptation Coordinator,AMERICAN RED CROSS,"Thu, 2017-02-16",NAM DINH
Film Maker for Project Documentation,PLAN INTERNATIONAL,"Tue, 2017-02-28",QUANG TRI
Monitoring and Evaluation Advisor,SNV,"Fri, 2017-02-17",THANH HOA
Interpreter/Translator,NPA,"Fri, 2017-02-17",HA NOI
Consultancy Services for Documentary Film Development and Broadcasting,SAVE THE CHILDREN,"Sun, 2017-02-12",HA NOI
ADP Coordinator,WORLD VISION,"Sun, 2017-02-12",NA
Project Officer,NPA,"Mon, 2017-02-20",NA
Senior Integrity and Engagement Officer,AUSTRALIAN EMBASSY,"Thu, 2017-02-09",NA
Data Collector Volunteer (40 positions),CHILDFUND VIETNAM,"Sun, 2017-02-05",NA
Volunteers at AAV,ACTIONAID,"Tue, 2017-02-07",HA NOI
Program Effectiveness Specialist,WORLD VISION,"Sun, 2017-02-12",HA NOI
IT Consultant,AUSTRALIAN EMBASSY,"Sat, 2017-01-28",HA NOI
Project Team Leader & Grant  Management Advisor for EU JULE JIFF,OXFAM,"Thu, 2017-02-09",HA NOI
Project Manager - Value Chain Development,OXFAM,"Tue, 2017-02-07",HA NOI
Sponsorship Cluster Officer,WORLD VISION,"Sun, 2017-02-12","HA NOI , YEN BAI"
Senior Visa Officer,AUSTRALIAN EMBASSY,"Thu, 2017-02-09",HA NOI
Development Facilitator,WORLD VISION,"Mon, 2017-02-13",HO CHI MINH
National Consultants to Inform the Revision of PFES Circulars,GIZ,"Mon, 2017-02-20",HA NOI
Accountant,REACH,"Fri, 2017-03-31",NA
Communications Consultant,ACTIONAID,"Sat, 2017-01-28",HA NOI
Grant Acquisition and Management Manager,WORLD VISION,"Wed, 2017-02-08",HA NOI
Technical Specialist Ã¢â‚¬â€œ Child Protection,WORLD VISION,"Sun, 2017-02-12",HA NOI
Temporary Development Facilitator,WORLD VISION,"Sun, 2017-02-12",TUYEN QUANG
"Consultant to Provide the TOT training on ""Children Hygiene and Sanitation Transformation (CHAST)",WORLD VISION,"Mon, 2017-02-06",QUANG TRI
Consultant to Deliver Training on Disaster Risk Reduction (DRR),WORLD VISION,"Sun, 2017-02-12",HA NOI
Interpreter/Translator,NPA,"Thu, 2017-02-02","HA NOI, HO CHI MINH"
Project Coordinator,DANISH ASSOCIATION OF PHYSICALLY DISABLED (DHF),"Tue, 2017-02-28","HA NOI, HO CHI MINH"
Senior Business Development Manager,AUSTRALIAN EMBASSY,"Sun, 2017-02-12",NA
2030 Water Resources Group Ã¢â‚¬â€œ Vietnam Coordinator,IFC,"Fri, 2017-02-17",NA
Senior Political Officer,AUSTRALIAN EMBASSY,"Sat, 2017-02-04",HA NOI
Central Program Officer,SRD,"Fri, 2017-02-10",THUA THIEN HUE
"Consultancy Team for Climate Change Adaptation Assessment of Income, Inclusion and Learning Projects in Mekong Delta",NMA-V,"Mon, 2017-02-13",DA NANG
Full-Time Monitoring and Evaluation Specialist (M&E),ECODIT,"Tue, 2017-01-31",HA NOI
National Consultancy Team to Support the Preparation of the 10 year Periodic Review Document for Western Nghe An Man and Biosphere Reserve,WINROCK INTERNATIONAL,"Mon, 2017-01-23",HA NOI
Livelihood Education Officer,AIDE ET ACTION INTERNATIONAL (AEAI),"Thu, 2017-02-02",HA NOI
Consultant to Conduct the End of Project Evaluation of KOICA EFM Project (Environment Friendly Models Project),WORLD VISION,"Fri, 2017-01-20",HA NOI
Internship at ILO,ILO,"Sun, 2017-02-05",NA
Project Technical Monitoring Officer for Greenhouse Gas Emissions Verification in Rice Cultivation,SNV,"Fri, 2017-01-20",NA
Project Technical Monitoring Officer for Rice Agronomy,SNV,"Fri, 2017-01-20",NA
Senior Program Officer; Technical Coordinator,PACT,"Fri, 2017-02-03","HA NOI, THANH HOA"
Communications Intern,OXFAM,"Thu, 2017-01-26",HA NOI
Green Cities Officer,GGGI,"Sun, 2017-02-12",HA NOI
National Water Engineering Advisor,TSU - MPI,"Tue, 2017-01-17",HA NOI
Invitation for Tender of Health and Accident Insurance 2017,ROSA LUXEMBURG STIFTUNG SOUTHEAST ASIA,"Mon, 2017-01-23",THANH HOA
Senior Technical Officer,FHI 360,"Mon, 2017-01-16",NA
Infographic Animation Production,SNV,"Wed, 2017-01-25",NA
Finance Consultant,ACTIONAID,"Sat, 2017-01-21",NA
National Consultant to Support the Establishment of Two Bamboo Cooperatives in Thanh Hoa Province,SNV,"Fri, 2017-01-20",NA
Project Officer; M&E Officer,PACT,"Wed, 2017-01-25",NA
Child Protection Officer,GNI,"Fri, 2017-01-20",HA NOI
Sponsorship Service Division Officer in Hanoi,GNI,"Fri, 2017-01-20",HA NOI
"Monitoring, Evaluation, and Learning (MEL) Specialist",OXFAM,"Thu, 2017-02-02",HA NOI
Development Facilitator,WORLD VISION,"Mon, 2017-01-23",DIEN BIEN
Consultant to Lead the Final Evaluation Process of Hai Phong City Resilience To Climate Change and Disaster Risks (HRCD) Project ,WORLD VISION,"Sun, 2017-01-22",HAI PHONG
Project Officer - Vocational Training Program in Electricity and Automotive,IECD,"Thu, 2017-03-30",HO CHI MINH
Sponsorship Service Division Officer in Tuyen Quang,GNI,"Sun, 2017-01-15",TUYEN QUANG
Income Generation Officer,GNI,"Sun, 2017-01-15",HOA BINH
Sponsorship Service Division Officer,GNI,"Sun, 2017-01-15",HOA BINH
Temporary Junior Sponsorship Assistant,WORLD VISION,"Sun, 2017-01-22",YEN BAI
Programme Officer,GIZ,"Sat, 2017-01-21",HA NOI
Communications Intern,THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL (UNC),"Fri, 2017-01-20",HA NOI
Clinical Research Coordinator,THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL (UNC),"Tue, 2017-02-14",HA NOI
Wildlife Crime Unit Team Leader,ENV,"Fri, 2017-02-03",HA NOI
Senior Communication Officer,ENV,"Fri, 2017-02-03",HA NOI
Bear Program Officer,ENV,"Sun, 2017-02-05",HA NOI
Sponsorship Facilitator,WORLD VISION,"Thu, 2017-01-19",HOA BINH
Grant Acquisition and Management Manager,WORLD VISION,"Sun, 2017-01-15",HA NOI
Supporter Development Associate,ACTIONAID,"Wed, 2017-01-18",HA NOI
Program Intern,AFAP VIETNAM,"Wed, 2017-01-18",HA NOI
Consultancy Service on Quick Gender Assessment,THE ASIA FOUNDATION (TAF),"Fri, 2017-01-20",QUANG TRI
National Consultancy Team to Conduct the Value Chain Analysis,PLAN INTERNATIONAL,"Fri, 2017-01-20",HA NOI
Internship at MSV (Unpaid),MARIE STOPES INTERNATIONAL (MSI),"Tue, 2017-01-31",HA NOI
Health Systems Analyst,WIMR,"Tue, 2017-01-24",HA NOI
Study Coordinator,WIMR,"Tue, 2017-01-24",QUANG NGAI
Consultancy Team to Implement Gender Assessment,NMA-V,"Mon, 2017-01-23",HO CHI MINH
ADP Manager,WORLD VISION,"Sun, 2017-01-15",HA NOI
HR Manager,ROOM TO READ,"Sun, 2017-02-05",GIA LAI
Cook for CRS' Office,CRS,"Fri, 2017-01-20",NA
Consultancy to Conduct the Intervention Modality Review of the Professional Teacher Meeting (PTM) in Early Childhood Care and Development (ECCD) Project in Gia Lai Province,PLAN INTERNATIONAL,"Tue, 2017-01-24",NA
Finance Assistant,SAVE THE CHILDREN,"Fri, 2017-01-20",HA NOI
Head Office Finance Officer,SAVE THE CHILDREN,"Fri, 2017-01-20",HA NOI
Finance Officer,SAVE THE CHILDREN,"Fri, 2017-01-20",LAO CAI
Administration Officer,BIOGAS PROJECT MANAGEMENT UNIT,"Thu, 2017-01-19",HA NOI
National Banking and Finance Advisor,DÃƒÂ©VELOPPEMENT INTERNATIONAL DESJARDINS (DID),"Sun, 2017-01-15","HA NOI, HOA BINH, BAC KAN, CAO BANG"
Educational Consultant,CHILDFUND VIETNAM,"Fri, 2017-01-20",HA NOI
Chief Operating Officer,WWF,"Tue, 2017-01-10",HA NOI
Program Manager - Maternal Child Health and Nutrition,PLAN INTERNATIONAL,"Fri, 2017-01-20",HA NOI
National Project Coordinator; Programme Assistant,ILO,"Wed, 2017-01-18",HA NOI
Senior Evaluation and Learning Manager,AUSTRALIAN EMBASSY,"Tue, 2017-01-10",NA
Sponsorship Cluster Officer,WORLD VISION,"Sun, 2017-01-15","HA NOI, THANH HOA"
DRR and Emergency Response Senior Project Officer,SAVE THE CHILDREN,"Sun, 2017-01-15",HO CHI MINH
ADP Coordinator,WORLD VISION,"Thu, 2017-01-12",YEN BAI
Temporary Junior Sponsorship Assistant,WORLD VISION,"Sun, 2017-01-08",YEN BAI
Disaster Risk Reduction and Emergency Response Project Officer,SAVE THE CHILDREN,"Sun, 2017-01-15",HO CHI MINH
Temporary Development Facilitator,WORLD VISION,"Thu, 2017-01-12",YEN BAI
Bookkeeper,WORLD VISION,"Thu, 2017-01-12",YEN BAI
Project Officer,WORLD VISION,"Thu, 2017-01-12",YEN BAI
Child Sponsorship Sub-impact Area Coordinator,SAVE THE CHILDREN,"Tue, 2017-01-31",LAO CAI
Research Assistant ,GRET,"Fri, 2017-01-20",HA NOI
National Consultant to Provide Training on Forest Seed Handling and Nursery Techniques in Pu Hu Nature Reserve Area,SNV,"Mon, 2017-01-09",DAK NONG
Sponsorship Facilitator,WORLD VISION,"Sun, 2017-01-15",HA NOI
Consultant to Conduct Wild Meat and Wildlife Product Consumption Research in Hue,WWF,"Fri, 2017-01-20",HA NOI
IT Company / Expert for Development of Digitalized Diagnostic System on Compliances for Handicraft Companies in VIetnam,VIETCRAFT,"Tue, 2017-01-10",NA
National Mangrove Specialist,TECHNICAL SUPPORT UNIT Ã‚â‚¬â€œ TSU,"Mon, 2017-01-16",NA
